Country,Year,Continent,Index Name,Rate
Jordan,2014,Asia,Traffic Commute Time Index,60.2
Brazil,2014,Americas,Traffic Commute Time Index,43.02
Colombia,2014,Americas,Traffic Commute Time Index,46.15
China,2014,Asia,Traffic Commute Time Index,31.17
Philippines,2014,Asia,Traffic Commute Time Index,49.78
Pakistan,2014,Asia,Traffic Commute Time Index,25.12
Ukraine,2014,Europe,Traffic Commute Time Index,41.89
Indonesia,2014,Asia,Traffic Commute Time Index,41.07
Lebanon,2014,Asia,Traffic Commute Time Index,32.43
Russian Federation,2014,Europe,Traffic Commute Time Index,49.69
Egypt,2014,Africa,Traffic Commute Time Index,60.83
Iran,2014,Asia,Traffic Commute Time Index,54.45
Mongolia,2014,Asia,Traffic Commute Time Index,36.86
Venezuela,2014,Americas,Traffic Commute Time Index,38.75
Switzerland,2013,Europe,Traffic Commute Time Index,25.87
Germany,2013,Europe,Traffic Commute Time Index,31.89
United States of America,2013,Americas,Traffic Commute Time Index,39.54
Sweden,2013,Europe,Traffic Commute Time Index,27.9
Canada,2013,Americas,Traffic Commute Time Index,38.76
United Arab Emirates,2013,Asia,Traffic Commute Time Index,24.5
Denmark,2013,Europe,Traffic Commute Time Index,22.5
Norway,2013,Europe,Traffic Commute Time Index,27.08
Qatar,2013,Asia,Traffic Commute Time Index,30.5
Austria,2013,Europe,Traffic Commute Time Index,28
Finland,2013,Europe,Traffic Commute Time Index,49
Australia,2013,Oceania,Traffic Commute Time Index,39.09
New Zealand,2013,Oceania,Traffic Commute Time Index,26.57
Netherlands,2013,Europe,Traffic Commute Time Index,38.7
Japan,2013,Asia,Traffic Commute Time Index,50.3
Estonia,2013,Europe,Traffic Commute Time Index,23.17
France,2013,Europe,Traffic Commute Time Index,28.9
Ireland,2013,Europe,Traffic Commute Time Index,21
United Kingdom,2013,Europe,Traffic Commute Time Index,38.67
Belgium,2013,Europe,Traffic Commute Time Index,27.33
Spain,2013,Europe,Traffic Commute Time Index,26.42
Saudi Arabia,2013,Asia,Traffic Commute Time Index,15.75
South Korea,2013,Asia,Traffic Commute Time Index,21.5
Slovenia,2013,Europe,Traffic Commute Time Index,24.67
South Africa,2013,Africa,Traffic Commute Time Index,38.91
Czech Republic,2013,Europe,Traffic Commute Time Index,30.78
Taiwan,2013,Asia,Traffic Commute Time Index,38.33
Portugal,2013,Europe,Traffic Commute Time Index,27.88
Puerto Rico,2013,Americas,Traffic Commute Time Index,32.5
Slovakia,2013,Europe,Traffic Commute Time Index,41
Lithuania,2013,Europe,Traffic Commute Time Index,27.33
Israel,2013,Asia,Traffic Commute Time Index,46.6
Hong Kong,2013,Asia,Traffic Commute Time Index,43.88
Poland,2013,Europe,Traffic Commute Time Index,36.24
Croatia,2013,Europe,Traffic Commute Time Index,43.86
Mexico,2013,Americas,Traffic Commute Time Index,37.37
Italy,2013,Europe,Traffic Commute Time Index,38.43
Panama,2013,Americas,Traffic Commute Time Index,31.67
Hungary,2013,Europe,Traffic Commute Time Index,22.45
Malaysia,2013,Asia,Traffic Commute Time Index,38.64
Uruguay,2013,Americas,Traffic Commute Time Index,50
Turkey,2013,Asia,Traffic Commute Time Index,50.47
India,2013,Asia,Traffic Commute Time Index,50.64
Chile,2013,Americas,Traffic Commute Time Index,40.22
Argentina,2013,Americas,Traffic Commute Time Index,46.71
Bosnia And Herzegovina,2013,Europe,Traffic Commute Time Index,18.83
Singapore,2013,Asia,Traffic Commute Time Index,51.1
Serbia,2013,Europe,Traffic Commute Time Index,25.48
Romania,2013,Europe,Traffic Commute Time Index,34.85
Greece,2013,Europe,Traffic Commute Time Index,38.51
Thailand,2013,Asia,Traffic Commute Time Index,38.57
Bulgaria,2013,Europe,Traffic Commute Time Index,22.17
Brazil,2013,Americas,Traffic Commute Time Index,35.82
Ecuador,2013,Americas,Traffic Commute Time Index,43
Georgia,2013,Asia,Traffic Commute Time Index,20
Colombia,2013,Americas,Traffic Commute Time Index,43.57
Ukraine,2013,Europe,Traffic Commute Time Index,39.91
China,2013,Asia,Traffic Commute Time Index,30.5
Philippines,2013,Asia,Traffic Commute Time Index,46.75
Russian Federation,2013,Europe,Traffic Commute Time Index,49.68
Mongolia,2013,Asia,Traffic Commute Time Index,26.67
Lebanon,2013,Asia,Traffic Commute Time Index,36.4
Pakistan,2013,Asia,Traffic Commute Time Index,16
Egypt,2013,Africa,Traffic Commute Time Index,59
Iran,2013,Asia,Traffic Commute Time Index,58.28
Indonesia,2013,Asia,Traffic Commute Time Index,54.38
Venezuela,2013,Americas,Traffic Commute Time Index,38.75
Switzerland,2012,Europe,Traffic Commute Time Index,30.88
Germany,2012,Europe,Traffic Commute Time Index,33.12
Norway,2012,Europe,Traffic Commute Time Index,18.5
United Arab Emirates,2012,Asia,Traffic Commute Time Index,17
New Zealand,2012,Oceania,Traffic Commute Time Index,25.25
Sweden,2012,Europe,Traffic Commute Time Index,23
Canada,2012,Americas,Traffic Commute Time Index,40.44
Denmark,2012,Europe,Traffic Commute Time Index,31
Australia,2012,Oceania,Traffic Commute Time Index,37.09
Austria,2012,Europe,Traffic Commute Time Index,23
Netherlands,2012,Europe,Traffic Commute Time Index,26.83
United States of America,2012,Americas,Traffic Commute Time Index,36.36
Japan,2012,Asia,Traffic Commute Time Index,46.5
Ireland,2012,Europe,Traffic Commute Time Index,11.67
Slovenia,2012,Europe,Traffic Commute Time Index,24.67
France,2012,Europe,Traffic Commute Time Index,29
Israel,2012,Asia,Traffic Commute Time Index,46.6
United Kingdom,2012,Europe,Traffic Commute Time Index,44.17
Portugal,2012,Europe,Traffic Commute Time Index,28
Spain,2012,Europe,Traffic Commute Time Index,26.45
Belgium,2012,Europe,Traffic Commute Time Index,21.5
Croatia,2012,Europe,Traffic Commute Time Index,37
Czech Republic,2012,Europe,Traffic Commute Time Index,28.67
Singapore,2012,Asia,Traffic Commute Time Index,66.25
South Africa,2012,Africa,Traffic Commute Time Index,34.5
Saudi Arabia,2012,Asia,Traffic Commute Time Index,15.75
Turkey,2012,Asia,Traffic Commute Time Index,54.22
Malaysia,2012,Asia,Traffic Commute Time Index,32.4
Poland,2012,Europe,Traffic Commute Time Index,36.27
Mexico,2012,Americas,Traffic Commute Time Index,31.33
Italy,2012,Europe,Traffic Commute Time Index,37.81
Hungary,2012,Europe,Traffic Commute Time Index,24.67
India,2012,Asia,Traffic Commute Time Index,48.33
Indonesia,2012,Asia,Traffic Commute Time Index,36.67
Serbia,2012,Europe,Traffic Commute Time Index,25.65
Argentina,2012,Americas,Traffic Commute Time Index,45.4
Bulgaria,2012,Europe,Traffic Commute Time Index,26.33
Bosnia And Herzegovina,2012,Europe,Traffic Commute Time Index,17
Romania,2012,Europe,Traffic Commute Time Index,32.47
Thailand,2012,Asia,Traffic Commute Time Index,38.75
Colombia,2012,Americas,Traffic Commute Time Index,44
Greece,2012,Europe,Traffic Commute Time Index,38.22
Chile,2012,Americas,Traffic Commute Time Index,41.62
Brazil,2012,Americas,Traffic Commute Time Index,30
Pakistan,2012,Asia,Traffic Commute Time Index,13
Philippines,2012,Asia,Traffic Commute Time Index,54.89
Russian Federation,2012,Europe,Traffic Commute Time Index,47.83
Ukraine,2012,Europe,Traffic Commute Time Index,33
Egypt,2012,Africa,Traffic Commute Time Index,59
Iran,2012,Asia,Traffic Commute Time Index,73.5
China,2012,Asia,Traffic Commute Time Index,29.67
